coda_paper_id,paper_id,coda_data_split,subset,paragraph_num,sentence_num,segment_num,token_num,coda_has_expert_labels,title
34,a711dcd34b5269b51486bfce9b08f7b1e1933d28,test,custom_license,1,12,16,317,FALSE,Southeast Asian cooperation in health: a comparative perspective on regional health governance in ASEAN and the EU
35,476068f3966199a6b182892dfeb8d217a66589c3,test,custom_license,1,6,13,179,FALSE,"Community-Wide, Contemporaneous Circulation of a Broad Spectrum of Human Rhinoviruses in Healthy Australian Preschool-Aged Children During a 12-Month Period"
36,d57ab6f1c52ba6f09f2bb303cf5243e6ba264157,test,custom_license,1,8,12,143,TRUE,Using a CO 2 detector to confirm endo- tracheal intubation in SARS patients
37,5c8e478a1cae415e3aeaf8738b3bed3309856e23,test,custom_license,1,7,9,228,FALSE,PROTEIN STRUCTURE REPORT C-terminal domain of SARS-CoV main protease can form a 3D domain-swapped dimer
38,face747add80abfcbb7f9447ed4f17d5d659381c,test,custom_license,1,8,13,190,FALSE,Protein glycosylation in infectious disease pathobiology and treatment
39,02cadf8addb72d55755378a1780b0eebccddb885,test,custom_license,1,6,17,244,FALSE,A novel method to produce armored double-stranded DNA by encapsulation of MS2 viral capsids
40,14a0b8d9f05d4baef14cfa9178748cb9d504d523,test,comm_use_subset,1,10,15,225,FALSE,Design and Experimental Approach to the Construction of a Human Signal-Molecule-Profiling Database
41,3322e82fcffb7cfd2de8b8b9db7b86340fe5b4b0,test,custom_license,1,13,20,356,FALSE,Survival of Salmonella spp. and fecal indicator bacteria in Vietnamese biogas digesters receiving pig slurry
42,3735055ce30bb1cb8aa6ef4fb1731dcc8219df35,test,comm_use_subset,1,13,22,401,FALSE,Article 139 Herds Based on Surveillance Data
43,e20efa446b9d31196d08c2a0cf51d2c851bfbbad,test,comm_use_subset,2,13,23,386,FALSE,
44,1d105041da2d3a6e6e16cd0dce1f0a672066d407,test,comm_use_subset,1,10,18,251,FALSE,Citation: Development of an Immunochromatographic Strip for Rapid Detection of Canine Adenovirus
45,7217292fb56c59720bf7ab7a6168ee111dbf9474,test,custom_license,1,7,11,226,FALSE,A Atm spheric P Pollution R Research Development and laboratory evaluation of a compact swirling aerosol sampler (SAS) for collection of atmospheric bioaerosols
46,1cbbb93a94f33426a219e0f912f329549fa0f59d,test,custom_license,1,5,11,224,FALSE,Characterization of viral proteins encoded by the SARS-coronavirus genome
47,b460e5b511b4e2c3233f9476cd4e0616d6f405ac,test,comm_use_subset,1,10,18,262,FALSE,Lung epithelial cells have virus-specific and shared gene expression responses to infection by diverse respiratory viruses
48,8b88901d0bb033af3a18ebcdf7f2aa7110b21504,test,biorxiv_medrxiv,2,2,2,12,FALSE,Evaluating the accuracy of different respiratory specimens in the laboratory diagnosis and monitoring the viral shedding of 2019-nCoV infections
49,ab7c5bbcff6f13e19d69ea09e776cb830dedaf90,test,custom_license,1,10,16,335,FALSE,Characterization of the duplicate L-SIGN and DC-SIGN genes in miiuy croaker and evolutionary analysis of L-SIGN in fishes
50,a43db4dbbe6272ff71bcd5dc9cbf29bad9cd958e,test,comm_use_subset,1,8,15,271,FALSE,Inhibition of Tetraspanin Functions Impairs Human Papillomavirus and Cytomegalovirus Infections
51,a70d334286efa96684bd35e383175063c285ab8b,test,comm_use_subset,1,8,16,225,FALSE,Molecular characterization of type 1 porcine reproductive and respiratory syndrome viruses (PRRSV) isolated in the Netherlands from 2014 to 2016
52,25a36347480370d475998d452fcbe08e6551f448,test,custom_license,1,5,11,180,FALSE,Emerging human infectious diseases and the links to global food production
53,b95339c95424c54193d8b0d9e5a6cfbfb7063a79,test,custom_license,1,5,7,127,FALSE,Eukaryotic initiation factor 4A (eIF4A) during viral infections
54,c358f693da10ee3bf809185f771fa1dcf1beaa02,test,custom_license,2,11,14,160,FALSE,DETECTION OF CORONAVIRUS IN CALF FAECES WITH A HAEMADSORPTION-ELUTION-HAEMAGGLUTINATION ASSAY (HEHA)
55,1e160a0e9789ea3d32f5bd067514b91c66890fec,test,custom_license,1,7,10,154,FALSE,A multivariate CAR model for mismatched lattices q
56,cb3cab085e4f524aa8f27e64918323e6ae9421d5,test,custom_license,1,4,4,124,FALSE,Regional Spotlight
57,50182118c28e586765a227b90fd9c4f3c584d366,test,custom_license,3,5,7,118,FALSE,The efficacy of intranasal interferonet-2a in respiratory syncytial virus infection in volunteers
58,265508c0e1c727e1c467f7b87305a7190162ea52,test,biorxiv_medrxiv,5,16,30,520,FALSE,Feasibility of Controlling COVID-19 Outbreaks in the UK by Rolling Interventions
59,1dd754bc45872dbb88f147da1601ce6f343f6c9b,test,custom_license,1,9,15,291,FALSE,Effect of Spray-Dried Plasma Form and Duration of Feeding on Broiler Performance During Natural Necrotic Enteritis Exposure
60,50aa060bb87a548227b5b972c63920faef016f05,test,comm_use_subset,1,8,26,372,FALSE,"Healthcare workers and health care-associated infections: knowledge, attitudes, and behavior in emergency departments in Italy"
61,7220982ea4592afc5109160c63d728f1fdaa8373,test,noncomm_use_subset,1,14,18,292,FALSE,
62,bf39a81c9aab9e0569f33d93d5e203d320dac024,test,biorxiv_medrxiv,9,24,35,526,FALSE,Gender differences in patients with COVID-19: Focus on severity and mortality
63,388f183cd243466d793691e37972dd09b651348a,test,custom_license,1,10,15,202,FALSE,Respiratory Virus Infections in People Over 14 Years of Age in Poland in the Epidemic Season of 2017/18
64,fc0398c4c90922674f008d83490ab7565b3ff889,test,custom_license,2,10,18,272,FALSE,Synthesis and Biological Properties of C-2 Triazolylinosine Derivatives NIH Public Access
65,9387f69b21cf032f9469cb0b900beed82aabf5ed,test,custom_license,1,10,17,285,TRUE,Evaluation of the NucliSens ?€? Basic Kit assay for detection of Norwalk virus RNA in stool specimens
66,0fe7366fd2acdb22f69d45c7373adf169a4636db,test,custom_license,5,11,17,289,FALSE,Respiratory viruses in children with cystic fibrosis: viral detection and clinical findings
67,92793e84adfcc129c1b9387208c3c2e2d79fcaae,test,custom_license,2,11,13,318,FALSE,Knowledge and attitude of healthcare workers and patients on healthcare associated infections in a regional hospital in Ghana Asian Pacific Journal of Tropical Disease
68,1b71c07b738b8fd2488ed4572bc394a4a3ffdfa6,test,custom_license,1,3,6,104,FALSE,Alpha and lineage C betaCoV infections in Italian bats
69,426d6775eb996f739d136d5c479e4b723b2a490b,test,custom_license,1,11,18,313,FALSE,Original Article
70,76afb423879efd78bcd26ac2be9086727030f990,test,custom_license,1,4,7,108,FALSE,Four cases of severe acute respiratory syndrome (SARS) that occurred from
71,54cfc3c68e1e4832fee5b3294e5673e37978ebdf,test,biorxiv_medrxiv,6,16,18,273,FALSE,Risk factors related to hepatic injury in patients with corona virus disease 2019
72,fd521d37325a60e6ed92aa9bcf4541b9a68ee90e,test,comm_use_subset,1,5,8,169,FALSE,Identification of CD8 + cytotoxic T lymphocyte epitopes from porcine reproductive and respiratory syndrome virus matrix protein in BALB/c mice
73,d4b7462036624ff4ff8d160a74e2cee47386944f,test,custom_license,1,9,15,211,FALSE,Importance of Akt signaling pathway for apoptosis in SARS-CoV-infected Vero E6 cells
74,cbb97774bf1adc0c1465970bcdabcd43ce0b365d,test,comm_use_subset,1,5,10,121,FALSE,Human metapneumovirus -what we know now [version 1; referees: 2 approved]
75,810a884b50ef799b45a0023d4682e12f6bd60fcb,test,custom_license,2,12,20,247,FALSE,Acute respiratory distress syndrome induced by H9N2 virus in mice
76,a4cfc3e2cc8c3a69d8a6384aa77b9a9ff7a51dd7,test,comm_use_subset,2,12,17,264,FALSE,Role of Pentraxin 3 in Shaping Arthritogenic Alphaviral Disease: From Enhanced Viral Replication to Immunomodulation
77,fecc6082571f44f624478787c5cceca8a1e5cc5f,test,custom_license,1,3,3,87,FALSE,Chapter 2 Self-Replicating RNA
78,ffeffafec5c5db2f5bd2472bac2f7c5cabe13557,test,custom_license,1,4,5,92,FALSE,Stability analysis of a novel epidemics model with vaccination and nonlinear infectious rate
79,88ab3976824ae7fff5ef24eb63ccf6a830951ac4,test,custom_license,1,6,8,115,FALSE,Genomic and serological detection of bat coronavirus from bats in the Philippines
80,1ea6be4eecf0093e81b682161122e234bef6b6c0,test,custom_license,2,10,16,226,FALSE,Structure of the SARS Coronavirus Nucleocapsid Protein RNA-binding Dimerization Domain Suggests a Mechanism for Helical Packaging of Viral RNA
81,94c6aacd8aeb83b9798d43627bcf867944fb8afd,test,comm_use_subset,2,13,15,277,FALSE,An eight-year epidemiologic study based on baculovirus-expressed type-specific spike proteins for the differentiation of type I and II feline coronavirus infections
82,95bc4e8c2b896faa105619653541a648b6912469,test,custom_license,2,8,11,193,FALSE,Expedient synthesis and biological evaluation of alkenyl acyclic nucleoside phosphonate prodrugs
83,f448313c928731997784edb7aece60a7509643e1,test,custom_license,1,4,9,147,FALSE,An effective dosage regimen for prophylaxis against rhinovirus infection by intranasal administration of HuIFN-ct2*
84,3a44441e1dd9ea1b401d811d13f73b3804fbc4c7,test,custom_license,1,8,11,232,FALSE,Impaired immune responses following spinal cord injury lead to reduced ability to control viral infection HHS Public Access
85,a2e8bd3ae292b1d70c6897f3594bdbb4bca3a0b7,test,custom_license,1,10,14,276,FALSE,Biophysical characterization of HRC peptide analogs interaction with heptad repeat regions of the SARS-coronavirus Spike fusion protein core
86,007218eeeec5a82f0b40e97fb4133f29b03fc7bb,test,custom_license,1,6,8,134,FALSE,Is systems biology the key to preventing the next pandemic? NIH Public Access Author Manuscript
87,642113801b5c8906fb7eb9bf989d0c4fabd712e1,test,comm_use_subset,3,11,21,320,TRUE,Using Modelling to Disentangle the Relative Contributions of Zoonotic and Anthroponotic Transmission: The Case of Lassa Fever
88,8159a6b19b67b1b3cb65a91c4a7d6e9584fb6dce,test,custom_license,1,10,16,213,TRUE,Seasonal variation in the incidence of necrotizing enterocolitis
89,da7fb6a91b2595d009f5e9f60a45cc0a45fceac7,test,comm_use_subset,2,6,12,222,FALSE,Antisense Phosphorodiamidate Morpholino Oligomers as Novel Antiviral Compounds
90,ec0f700252d3bb11b27961234e726a207a663e49,test,custom_license,4,14,19,335,FALSE,Comparing lignocaine-adrenaline-tetracaine gel with lignocaine infi ltration for anesthesia during repair of lacerations: A randomized trial
91,ae79fbbd7e6130c0d5b451617260a7e63bda79e4,test,comm_use_subset,4,11,18,294,FALSE,Lessons learned from a double-blind randomised placebo-controlled study with a iota-carrageenan nasal spray as medical device in children with acute symptoms of common cold
92,f5080088701ed43effa979603627b2a3ad53d5aa,test,comm_use_subset,1,14,23,375,TRUE,Type i and Type iii interferons Display Different Dependency on Mitogen- activated Protein Kinases to Mount an antiviral state in the human gut
93,3f78ed5ca7174f13d3789f9a80e615933c370a75,test,custom_license,1,13,17,320,FALSE,Epitope mapping and biological function analysis of antibodies produced by immunization of mice with an inactivated Chinese isolate of severe acute respiratory syndrome-associated coronavirus (SARS-CoV)
94,9748a28dd85cc8928645161a2b6c7b846dafeb53,test,custom_license,1,7,15,214,FALSE,"Detection, sequence analysis, and antibody prevalence of porcine deltacoronavirus in Taiwan"
95,22d9a77f7eb015a61ad58babdd9a9a68c29a3176,test,comm_use_subset,1,7,12,208,TRUE,Living with Bats: The Case of Ve Golokuati Township in the Volta Region of Ghana
96,4f67438d123ec1a0d283496cba0ad18fdc5c8e31,test,comm_use_subset,3,8,16,185,FALSE,"Epidemiology, Seasonality and Treatment of Hospitalized Adults and Adolescents with Influenza in Jingzhou"
97,75a8ca179e8e0405a9c150507809c0f5c38aedb5,test,comm_use_subset,4,23,36,612,FALSE,Pre-fusion F is absent on the surface of formalin-inactivated respiratory syncytial virus OPEN
98,87390d2ae28407b3e03e60a6b24a7fd99ed7229a,test,custom_license,4,14,20,288,TRUE,Pro/con clinical debate: Steroids are a key component in the treatment of SARS
99,029d03ec8aef8ce9bba1d88f71f49471e784038b,test,custom_license,1,7,13,257,TRUE,RNA binding properties of core protein of the flavivirus Kunjin
100,b15d045694070f5ef9844bffcf76b80698863665,test,custom_license,1,8,21,317,FALSE,"Specific recombinant proteins of porcine epidemic diarrhea virus are immunogenic, revealing their potential use as diagnostic markers"
101,3e337761fbc884c46ccd834207c310a1b78f0e42,test,comm_use_subset,2,9,15,265,TRUE,Luciferase-Based Detection of Antibodies for the Diagnosis of HPV-Associated Head and Neck Squamous Cell Carcinoma
102,64504909cf5e7b5249b8c617c2d1973a3c301e85,test,comm_use_subset,1,4,7,169,FALSE,"20th International Conference on Emerging Infectious Diseases in the Pacific Rim Organized by the United States-Japan Cooperative Medical Sciences Program (USJCMSP) USJCMSP AIDS, ARI, Cancer, Hepatitis, Immunology and Viral Diseases Panels"
103,3d950119c81a03ac40e3d304f3fee12617a3316c,test,comm_use_subset,1,6,11,174,FALSE,Translesion polymerase kappa-dependent DNA synthesis underlies replication fork recovery
104,ef58b4dc1fbd69df709cfb1bd5e80a1ba03bc97b,test,custom_license,1,8,9,170,TRUE,"Evidence of human coroanvirus (229E), in patients with respiratory infec- tion, Iran, 2015: the first report"
105,2000b56ab7a60199d3bbb2148295370ae87b3d58,test,comm_use_subset,3,8,17,223,FALSE,Supplementary Material S1: Real time Bayesian estimation of the epidemic potential of emerging infectious diseases 1 Time between onset of symptoms and death for confirmed cases of H5N1 influenza in humans
106,74d9a4215dd1ab6d78bd9b6dbd2dc096c974cf4b,test,comm_use_subset,1,8,10,184,FALSE,A novel coronavirus capable of lethal human infections: an emerging picture
107,d8438c22b3ad7227b60f03c5c92ac1a74025b71b,test,custom_license,1,6,9,183,TRUE,"Use of S-[2,3-Bispalmitoyiloxy-(2R)-Propyl]-R-Cysteinyl-Amido- Monomethoxy Polyethylene Glycol as an Adjuvant Improved Protective Immunity Associated with a DNA Vaccine Encoding Cu,Zn Superoxide Dismutase of Brucella abortus in Mice"
108,afb0a74705b6788ca4c0f9a1dc056200000d7f0f,test,custom_license,1,3,6,62,TRUE,Antibody Response and Disease Severity in Healthcare Worker MERS Survivors
109,655b175741b74ae8c98f93fd449c88a147bee96e,test,comm_use_subset,1,8,17,249,FALSE,): e35 REVIEW ARTICLE A. Prevalence of Underlying Diseases in Hospitalized Patients with COVID-19: a Systematic Review and Meta-Analysis
110,68041db129253fd6ea54686d016952e8821dcfb8,test,biorxiv_medrxiv,9,45,59,912,FALSE,Fibrinolytic niche is requested for alveolar type 2 cell-mediated alveologenesis and injury repair
111,ad5590a8a445b4c404049f01469b9a5863402734,test,custom_license,8,14,18,351,FALSE,
112,31f33e2c73a467477e3a4a72e6ee128703946fe5,test,comm_use_subset,2,14,20,329,FALSE,Factors influencing integration of TB services in general hospitals in two regions of China: a qualitative study
113,0ea02653a85f4ad7fd8a9e0d7d80bf8e3be885c5,test,custom_license,1,13,19,281,TRUE,Avian reovirus sigma C enhances the mucosal and systemic immune responses elicited by antigen-conjugated lactic acid bacteria
114,7ceacbb59038a62c260ee8c10102695ed392f990,test,custom_license,1,6,9,165,FALSE,The replication of a mouse adapted SARS-CoV in a mouse cell line stably expressing the murine SARS-CoV receptor mACE2 efficiently induces the expression of proinflammatory cytokines
115,c883fc2c4774529ce853012e339acf2aadc53454,test,comm_use_subset,2,17,21,348,FALSE,Human rhinovirus infection in young African children with acute wheezing
116,3de1a5a224b154bb91728f71697ca7bd3db17ee5,test,custom_license,1,2,5,54,TRUE,"Novel Lyssavirus in Bat, Spain"
117,7c6d80cdc8d783387f3bc201f9d4f1c920e34bf8,test,custom_license,1,7,11,166,FALSE,Pathology of Equine Respiratory Disease Occurring in Association with Transport
118,9a5d753bbf216af4c354c0aa460a2a127c1da0a8,test,noncomm_use_subset,1,5,9,176,FALSE,Impact of a Hypothetical Infectious Disease Outbreak on US Exports and Export-Based Jobs
119,7b52aed74694fb03cd4041b68d33d2a47e07c367,test,custom_license,1,6,20,243,TRUE,The global burden of bacterial and viral zoonotic infections
120,b5554eff4bceb9746ebeb9b376d52800f8884f86,test,custom_license,3,12,21,279,FALSE,
121,b2f26275f21f07d45d2bc64372819e88bf941fe3,test,custom_license,1,7,15,184,FALSE,"COMPREHENSIVE INVITED REVIEW Thioredoxins, Glutaredoxins, and Peroxiredoxins- Molecular Mechanisms and Health Significance: from Cofactors to Antioxidants to Redox Signaling"
122,9c127198193a8b257fe885ad0fabf886019ae47e,test,biorxiv_medrxiv,1,7,15,196,FALSE,Climatic influences on the worldwide spread of SARS-CoV-2
123,f0867137aaf3f96f4c7b22c41dd0667c007befd5,test,custom_license,1,7,10,159,FALSE,"Alphacoronavirus Detection in Lungs, Liver, and Intestines of Bats from Brazil"
124,2aa208b1f87b5b9572c76712511cb2401a0f2739,test,custom_license,1,5,12,166,FALSE,Original Articles Immunogenicity and Protection Efficacy of Monomeric and Trimeric Recombinant SARS Coronavirus Spike Protein Subunit Vaccine Candidates
125,cdcebfa2e43466c94a37913253faad49eeb406cd,test,custom_license,1,6,12,197,FALSE,Role of Cytokines in AIDS Wasting
126,4883746a208514a779f3114d4e470efddf95b758,test,custom_license,1,13,16,290,FALSE,"Comparative In Vivo Analysis of the Nsp15 Endoribonuclease of Murine, Porcine and Severe Acute Respiratory Syndrome Coronaviruses NIH Public Access $watermark-text $watermark-text $watermark-text"
127,b4028cf2aed4166e54dd30db86f37eddb14caa3a,test,custom_license,1,9,10,214,FALSE,A novel assay for detecting canine parvovirus using a quartz crystal microbalance biosensor
128,a4713724aa16b3d9fab36ac0ac0dd5acbd98f780,test,custom_license,8,21,44,605,FALSE,
129,6a98c9b230674dbe10a4e42f93436b229966ae46,test,custom_license,1,3,3,55,FALSE,Detection of Novel SARS-like and Other Coronaviruses in Bats from Kenya
130,26aae75d50c1c26e6ed265965d561f2504248b1c,test,custom_license,1,7,10,253,FALSE,The contribution of respiratory pathogens to the seasonality of NHS Direct calls
131,bdc916dfb5fd6df34243d3a6e0d9d3dca9de0c92,test,custom_license,1,6,10,154,FALSE,Reprogramming the genetic code: the emerging role of ribosomal frameshifting in regulating cellular gene expression
132,21e3bb96c58ee1a3f80f743e83b0d4636ea717ae,test,custom_license,2,8,11,188,FALSE,Journal Pre-proof Remdesivir for severe acute respiratory syndrome coronavirus 2 causing COVID-19: An evaluation of the evidence Remdesivir for Severe Acute Respiratory Syndrome Coronavirus 2 causing COVID-19: an evaluation of the evidence
133,475b615fd202273ccfb8b46a8135703d9874d4dc,test,biorxiv_medrxiv,1,8,11,223,FALSE,Optimal COVID-19 epidemic control until vaccine deployment
134,05340a65fd5d189a9fd728ba141f81ab9cccbdaa,test,custom_license,1,12,22,301,FALSE,"CLINICAL CHEMISTRY HIGHLIGHTS IL MEGLIO DI CLINICAL CHEMISTRY I ""microarray"" a proteine per una medicina personalizzata"
135,8aa1b499b8ef2598bf66218a65ade0297c45fa23,test,custom_license,3,7,10,205,FALSE,Rhinovirus and the Initiation of Asthma
136,f8f1fd8cd127e6883c6d636c0c4216a3afc75a5a,test,custom_license,1,5,7,157,FALSE,New insights about the regulation of Nidovirus subgenomic mRNA synthesis
137,0ba1801a150e25b029cf3c2a38573435b21dea80,test,comm_use_subset,2,10,20,276,FALSE,Identifying SARS-CoV Membrane Protein Amino Acid Residues Linked to Virus-Like Particle Assembly
138,9817c7e2740f87abc0e932253a2162c413df69b5,test,custom_license,3,12,18,265,FALSE,Analysis of codon usage in bovine viral diarrhea virus
139,2aad5df7c0d6bcee622ef21ada96c12618ed885e,test,custom_license,1,4,7,107,FALSE,"Positive-strand RNA virus Parallels among positive-strand RNA viruses, reverse-transcribing viruses and double-stranded RNA viruses"
140,3a2f058d14f4b6db1e7191a2ed2634d5c5699455,test,comm_use_subset,1,7,9,158,FALSE,Essential role of HCMV deubiquitinase in promoting oncogenesis by targeting anti-viral innate immune signaling pathways
141,c74616a5ce5f794dde0644f4cb72bf8a196028a3,test,comm_use_subset,1,12,15,264,FALSE,"Influenza Transmission in the Mother-Infant Dyad Leads to Severe Disease, Mammary Gland Infection, and Pathogenesis by Regulating Host Responses"
142,ddfad2f8ae75554c6cf0b7f92a67a8a113d05b5c,test,custom_license,1,5,12,183,FALSE,Analysis of the Summer Season Home Range of Domestic Feral Cats (Felis catus) -Focused on the Surroundings of Rural and Suburban Areas
143,68c13cb464cbe2b35102008464c5c196f7c122c1,test,comm_use_subset,1,5,11,160,FALSE,Determinants of QTL Mapping Power in the Realized Collaborative Cross
144,d931dcba5e7ae4361afc140d8d80920285edc264,test,custom_license,2,6,13,225,TRUE,Early IFN type I response: Learning from microbial evasion strategies
145,ee1d21479f59b10088bfe8bc4bd0cff3adae355c,test,custom_license,2,28,57,931,FALSE,Transmission potential of primary pneumonic plague: time inhomogeneous evaluation based on historical documents of the transmission network
146,97f8e0c05e9324c35640b3d7217bdf63809414a8,test,custom_license,2,11,16,302,FALSE,"RANTES, Macrophage-Inhibitory Protein 1a, and the Eosinophil Product Major Basic Protein Are Released into Upper Respiratory Secretions during Virus-Induced Asthma Exacerbations in Children"
147,7e6a3be51808891b99a73f57faaa454670055e45,test,comm_use_subset,1,7,8,197,FALSE,Epidemic Models of Contact Tracing: Systematic Review of Transmission Studies of Severe Acute Respiratory Syndrome and Middle East Respiratory Syndrome-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/)
148,53c2f84a60048a66e83bd25c1521e7bc87efd5f4,test,comm_use_subset,1,8,12,170,FALSE,Discovery of Novel GPVI Receptor Antagonists by Structure-Based Repurposing
149,51340894a896316b58653a60c48da9c16b3ad0e3,test,comm_use_subset,1,10,12,219,FALSE,Repositioning salicylanilide anthelmintic drugs to treat adenovirus infections
150,5dc3c2e83552e6e8726406acefcb36666e0f55e8,test,custom_license,1,7,11,141,FALSE,Synthesis and biological evaluation of 2-oxonicotinonitriles and 2-oxonicotinonitrile based nucleoside analogues
